ts_open,ts_close,product_id,setup,side,entry,stop,target,exit_price,exit_reason,r_multiple,pnl_usd
1756321862,1756321878,BTC-USD,test,long,9000000000.0,8000000000.0,10000000000.0,111983.08499999999,stop,-8.999888016915001,-899988.8016915001
1756334310,1756334339,BTC-USD,test,long,9000000000.0,8000000000.0,10000000000.0,111390.91500000001,stop,-8.999888609085,-899988.8609084999
1747072800,1747137600,ETH-USD,sim,short,2391.166571075508,2524.511732851528,2301.6574007227077,2554.7039781975277,stop,-1.226421753469493,-41163.48809920318
1747058400,1747155600,BTC-USD,sim,short,101731.71180149511,104259.75399701599,100613.84400447602,104745.30492669916,stop,-1.1920659910437654,-3099.630611462853
1747285200,1747324800,BTC-USD,sim,short,102009.608792,103372.06109785382,100914.43335321927,104372.52069599999,stop,-1.7343079782298947,-0.0
1747292400,1747378800,ETH-USD,sim,short,2498.379976,2601.845787790029,2425.431318314957,2621.866592,stop,-1.1935016394652223,-0.0
1747443600,1747551600,BTC-USD,sim,short,102393.82108000001,103890.2229288013,101317.54060679802,104305.645808,stop,-1.2776145188082164,-0.0
1747432800,1747594800,ETH-USD,sim,short,2524.657528,2608.0465750021085,2455.0301374968376,2445.4523759999997,target,0.9498268039686064,0.0
1747594800,1747609200,ETH-USD,sim,short,2372.987624,2475.91520805348,2309.1771879197795,2537.7335919999996,stop,-1.6006007477490134,-0.0
1747627200,1747666800,BTC-USD,sim,short,102439.246672,104668.06688237205,100555.17467644194,105253.713128,stop,-1.262760649289964,-0.0
1747746000,1747760400,BTC-USD,sim,short,104041.58270399999,105775.8660467617,102530.87592985743,106908.22465599999,stop,-1.652925955821668,-0.0
1747764000,1747782000,ETH-USD,sim,short,2421.232016,2519.916453853233,2354.45031922015,2540.6750400000005,stop,-1.2103531883886314,-0.0
1747846800,1747872000,ETH-USD,sim,short,2399.5310000000004,2560.3217871944385,2343.8923192083425,2611.2147119999995,stop,-1.3165164229466593,-0.0
1747998000,1748343600,ETH-USD,sim,short,2503.831872,2644.370714547515,2449.468928178727,2668.907456,stop,-1.174590462022549,-0.0
1747998000,1748458800,BTC-USD,sim,short,107903.91096,110526.53831082484,106972.81753376275,107497.50995200001,target,0.15495949429192415,0.0
1748458800,1748476800,BTC-USD,sim,short,106414.870048,108110.62415309293,105224.53877036062,108837.045576,stop,-1.4283766264963693,-0.0
1748563200,1748581200,ETH-USD,sim,short,2528.226024,2641.7890299965993,2471.6164550051008,2656.2706639999997,stop,-1.127520699864479,-0.0
1748538000,1748620800,BTC-USD,sim,short,105822.9832,107605.59085938313,104347.2387109253,104943.06159200001,target,0.4936148475343637,0.0
1748620800,1748811600,BTC-USD,sim,short,102860.91840800001,105413.17782826288,101635.20825760569,105933.82302399998,stop,-1.2039938384020068,-0.0
1748862000,1748901600,BTC-USD,sim,short,103715.486488,105012.05314306925,102696.02028539614,106264.14099999999,stop,-1.9656949390418033,-0.0
1748620800,1748905200,ETH-USD,sim,short,2503.552016,2608.373304608582,2440.5150430871267,2627.832432,stop,-1.185640986193951,-0.0
1749034800,1749139200,BTC-USD,sim,short,104695.769896,106039.79017564552,103800.01473653172,104053.61400000002,target,0.4777873561322637,0.0
1749139200,1749153600,BTC-USD,sim,short,102506.386,104511.5343031897,101432.69854521545,101496.522136,target,0.5036354978799069,0.0
1749139200,1749153600,ETH-USD,sim,short,2537.802432,2611.791162212252,2480.963256681622,2471.819232,target,0.8918006811404068,0.0
1749153600,1749175200,BTC-USD,sim,short,99496.317864,102027.47035935306,98199.84446097042,102662.108496,stop,-1.2507308974121767,-0.0
1749153600,1749204000,ETH-USD,sim,short,2326.260768,2473.683520661024,2287.074719008464,2494.3112560000004,stop,-1.139922331978204,-0.0
1749373200,1749391200,BTC-USD,sim,short,104944.80783200002,105781.9521399465,104318.22179008026,106138.315592,stop,-1.4256893927017904,-0.0
1749445200,1749463200,ETH-USD,sim,short,2473.5593599999997,2511.9355520022177,2437.221671996674,2554.478936,stop,-2.108587949406847,-0.0
1749661200,1749722400,BTC-USD,sim,short,108509.89,110035.70459728998,107446.44310406502,107613.27103199999,target,0.5876329729657239,0.0
1749726000,1749747600,BTC-USD,sim,short,106605.71887999999,107901.74701850454,105479.00447224318,108794.44780799998,stop,-1.6887973825363887,-0.0
1749711600,1749758400,ETH-USD,sim,short,2718.822096,2803.563864787342,2647.4792028189872,2687.6878400000005,target,0.36740153581323265,0.0
1749758400,1749772800,BTC-USD,sim,short,105344.2274,107449.73607410984,103896.02088883525,105177.83739999999,target,0.07902603396794848,0.0
1749758400,1749776400,ETH-USD,sim,short,2594.4121600000003,2716.097136403823,2528.4792953942665,2539.7903359999996,target,0.4488789463929658,0.0
1749772800,1749826800,BTC-USD,sim,short,102540.66260000001,105465.7485187484,101449.5022218774,106046.86288,stop,-1.1986657409024946,-0.0
1749916800,1749934800,BTC-USD,sim,short,104139.40927999999,105325.71749208638,103263.6737618704,105778.92114399999,stop,-1.3820285886047758,-0.0
1749916800,1749960000,ETH-USD,sim,short,2479.4560319999996,2541.97679241778,2433.8098113733304,2555.0458080000003,stop,-1.2090348149141135,-0.0
1750017600,1750024800,ETH-USD,sim,short,2479.2568079999996,2542.334661397389,2446.473007903916,2565.26124,stop,-1.363464787841998,-0.0
1750017600,1750028400,BTC-USD,sim,short,104319.914712,105562.17352239469,103563.88971640798,105889.33939999998,stop,-1.2633637007584164,-0.0
1750154400,1750176000,BTC-USD,sim,short,105626.58372799998,107140.48961792924,104215.11557310614,104228.899664,target,0.9232304816948019,0.0
1750176000,1750215600,BTC-USD,sim,short,103057.76033599999,104925.38103633055,101720.25344550416,105500.12611999999,stop,-1.307741868339597,-0.0
1750172400,1750456800,ETH-USD,sim,short,2467.5806399999997,2557.0728390666077,2412.3907414000882,2411.7733439999997,target,0.6235995604316665,0.0
1750428000,1750539600,BTC-USD,sim,short,102865.882264,105056.175445377,102236.78683193449,102425.368256,target,0.20112102422884554,0.0
1750539600,1750550400,BTC-USD,sim,short,100532.77174400001,102533.25981332803,99897.78528000797,103764.28696000001,stop,-1.615363403334618,-0.0
1750539600,1750604400,ETH-USD,sim,short,2196.898584,2345.3621615975476,2189.5067576036786,2196.660352,target,0.0016046494625499856,0.0
1750597200,1750683600,BTC-USD,sim,short,99538.673336,102272.84674668465,98799.05487997305,103323.243904,stop,-1.3841735689516244,-0.0
1751292000,1751295600,BTC-USD,sim,short,106305.526232,107579.58431398311,105720.52352902536,108242.410856,stop,-1.520248292750658,-0.0
1751360400,1751396400,BTC-USD,sim,short,106334.789672,107347.5515896262,105417.19761556073,105719.80819200001,target,0.6072320347919861,0.0
1751396400,1751428800,BTC-USD,sim,short,105088.17180800001,106377.94045416158,103943.06431875764,106623.14231999998,stop,-1.19011306141465,-0.0
1751371200,1751468400,ETH-USD,sim,short,2427.1790159999996,2473.965229650164,2385.877155524754,2519.0601200000006,stop,-1.9638499641587912,-0.0
1751608800,1751644800,ETH-USD,sim,short,2546.387416,2599.075105377868,2500.087341933198,2505.405848,target,0.7778205589181676,0.0
1751644800,1751806800,ETH-USD,sim,short,2471.714152,2530.9473534576023,2424.9789698135964,2586.6617439999995,stop,-1.9405939434537625,-0.0
1751904000,1751968800,ETH-USD,sim,short,2506.5656559999998,2565.509988034043,2462.185017948935,2576.968264,stop,-1.1943914804113696,-0.0
1751612400,1752087600,BTC-USD,sim,short,108442.75,109604.82104588328,107467.76843117509,113196.19360000001,stop,-4.09049310439275,-0.0
1752332400,1752408000,ETH-USD,sim,short,2901.1613679999996,2969.4611283319728,2838.4083075020408,3006.9700719999996,stop,-1.5491811901786103,-0.0
1752541200,1752584400,ETH-USD,sim,short,2956.117904,3035.205436062455,2891.2418459063174,3087.9963919999996,stop,-1.6675003576525265,-0.0
1752541200,1752588000,BTC-USD,sim,short,117809.50996000001,120029.47415812827,116221.53876280758,117453.001384,target,0.1605920385115191,0.0
1752588000,1752624000,BTC-USD,sim,short,114500.45861599997,117935.15756176907,113039.0886573464,118616.72300000001,stop,-1.1984352774412748,-0.0
1752847200,1753225200,BTC-USD,sim,short,117088.496424,119916.80671886618,115604.71492170074,120331.61113599999,stop,-1.1466615660547377,-0.0
1753275600,1753311600,BTC-USD,sim,short,116868.739,118697.3160291332,115504.0259563002,119091.49335199999,stop,-1.2155650632085429,-0.0
1753156800,1753516800,ETH-USD,sim,short,3611.9894719999998,3757.3941496517905,3506.1837755223137,3784.9159120000004,stop,-1.189277008089918,-0.0
1753408800,1753524000,BTC-USD,sim,short,115800.212448,117691.0905423838,114486.9641864243,118462.34363999999,stop,-1.4078809204606781,-0.0
1753711200,1753772400,ETH-USD,sim,short,3741.8266719999997,3856.3858512093734,3678.9462231859397,3905.9067360000004,stop,-1.4322733903332203,-0.0
