timestamp,open,high,low,close,volume
1778896800,79113.37,79160.86,79019.24,79094.1,104.96132762
1778900400,79094.1,79146.54,79007.04,79016.7,245.82013486
1778904000,79016.69,79088.09,78812.01,78996.95,80.10715104
1778907600,78996.95,79002.61,78892.74,78998,73.18520214
1778911200,78998,79017.76,78421.92,78594.73,217.99603386
1778914800,78600.63,78621.57,78016.61,78335,265.63122539
1778918400,78335,78493.24,78292.81,78374.87,83.74932416
1778922000,78374.87,78398.99,77853.06,78042.8,210.2727281
1778925600,78042.8,78064.14,77608.95,77931.49,206.58522302
1778929200,77931.76,78161.37,77931.76,78047.68,65.20752638
1778932800,78047.68,78099.01,77880.01,77973.22,174.8484841
1778936400,77973.22,77981.89,77798,77981.88,113.59219594
1778940000,77981.89,78319.08,77854.91,78091.58,115.98805697
1778943600,78091.58,78250,78040,78201.44,89.02101114
1778947200,78203.38,78328.88,78088.33,78177.84,127.84276516
1778950800,78177.84,78293.53,78165.38,78168.25,98.45342131
1778954400,78168.26,78300,78113.16,78196.94,90.72798934
1778958000,78196.95,78277.24,78168.07,78234.4,63.93442251
1778961600,78234.41,78290,78162.85,78208.04,72.08199625
1778965200,78208.03,78277.51,78166.64,78226.41,108.87811042
1778968800,78226.41,78254.96,78125.11,78148.22,55.80954636
1778972400,78148.23,78233.62,78085.49,78105.45,80.57446214
1778976000,78105.46,78207.07,77775,77918.95,106.37495615
1778979600,77918.96,78085.48,77681.95,77700.69,130.45687835
1778983200,77696.92,77909.49,77693.24,77866.78,111.240011
1778986800,77866.78,78057.72,77854.91,77993.24,66.94861991
1778990400,77993.24,78172.51,77969.26,78124,62.74338911
1778994000,78123.99,78289,78074.1,78098.48,44.77641828
1778997600,78098.48,78183.69,77977.27,78077.58,47.411926
1779001200,78077.58,78179.43,78026.16,78152.1,21.84099419
1779004800,78151.91,78169.67,78000.09,78058.19,30.18794619
1779008400,78058.18,78267.01,78031.9,78217.31,80.13823999
1779012000,78217.31,78570,78214.03,78431.36,96.19608914
1779015600,78431.35,78439.68,78260.56,78382,35.77343957
1779019200,78382,78513.95,78298.99,78332.38,76.66475433
1779022800,78332.38,78333.99,78141,78175.09,40.87775636
1779026400,78175.09,78188.96,77807.64,78014.74,79.78855817
1779030000,78014.75,78092.17,77884.81,78012.9,80.16977052
1779033600,78012.91,78163.44,77983.89,78001.56,62.20058634
1779037200,78001.99,78066.99,77816.48,78056.21,125.28199082
1779040800,78056.21,78240,77964.74,78226.4,63.88843974
1779044400,78229.15,78429.58,78166.63,78368.73,116.45546692
1779048000,78368.73,78402.69,78203.05,78218.55,97.44770146
1779051600,78225.99,78455,78196.52,78356.63,183.79841369
1779055200,78356.06,78370.83,77777.68,77953.12,220.01335564
1779058800,77953.13,77959.13,76673.54,77407.59,519.96303246
1779062400,77406.57,77431,76855.74,77166.14,258.69803749
1779066000,77166.14,77239.32,76698,77068.04,287.71165664
1779069600,77068.04,77176,76658.23,76787.41,173.71884331
1779073200,76787.41,76972.58,76757.01,76877.97,119.20468145
1779076800,76877.97,77022.01,76723.57,76988.11,86.63815131
1779080400,76988.11,77034.01,76837.62,76878.39,99.03680117
1779084000,76878.38,76920.72,76537.76,76867.02,190.7511011
1779087600,76868.41,77038.22,76714.82,77021.47,128.69467963
1779091200,77021.48,77133.15,76821.52,76972.08,182.08873081
1779094800,76972.08,76994.29,76818.03,76884.85,137.63760623
1779098400,76884.86,76909.64,76658.05,76722.33,162.52314709
1779102000,76722.34,77356.43,76607.43,77238.51,187.05615871
1779105600,77238.52,77764.28,77222.75,77610.72,385.41437388
1779109200,77610.71,77611.47,76621.64,76896.77,750.73797976
1779112800,76896,76918.63,76172.54,76343.9,1500.31816696
1779116400,76343.9,76425.95,75992,76348.01,1303.26214962
1779120000,76348.01,76590,76144.35,76348.72,906.7254795
1779123600,76348.72,76700,76301.16,76639.59,314.83240195
1779127200,76636.94,76648.72,76074.71,76179.23,381.53847263
1779130800,76179.23,76934.01,76160.2,76859.05,526.78698035
1779134400,76861.52,77121.69,76810.3,76849.26,242.12991068
1779138000,76849.26,77132.33,76733.68,77043.31,187.96293885
1779141600,77043.32,77285,76874.55,77021.39,217.06578407
1779145200,77022.64,77110.2,76880.01,76943.98,94.84278674
1779148800,76943.96,77350.08,76893.03,77079.52,136.72072009
1779152400,77079.53,77101.86,76600.28,76601.89,166.1742058
1779156000,76601.9,76936,76421.09,76550.26,163.75983422
1779159600,76550.26,76807.72,76519.55,76721.99,109.82155594
1779163200,76721.99,76881.08,76633,76855.29,80.92704871
1779166800,76855.3,76944.25,76573.91,76841.83,88.93974287
1779170400,76842.8,77046.69,76820,76965.74,83.81168782
1779174000,76965.74,77221.91,76908.8,77168.92,78.02605788
1779177600,77169.94,77250.89,76902.64,76982.08,71.02161529
1779181200,76982.07,77010,76634.7,76746.86,101.5719474
1779184800,76746.85,77024.67,76625,76969.47,125.99221465
1779188400,76969.48,77011.44,76566.36,76641.3,139.70922597
1779192000,76641.3,76914.47,76573.07,76865.77,132.69139014
1779195600,76865.78,76991.27,76506.09,76806.71,577.11262936
1779199200,76806.71,76945.17,76061.12,76315.97,725.11656028
1779202800,76315.97,76612.73,76254.11,76444.52,433.38139559
1779206400,76444.59,76856.07,76315.5,76819.09,315.48994529
1779210000,76821.15,76953.15,76679.25,76778.22,271.41956951
1779213600,76778.23,76881.94,76660.63,76728.3,203.54831477
1779217200,76728.29,77002.56,76681.76,76758.13,349.52393869
1779220800,76756.67,76982.94,76746.23,76953.35,133.43646657
1779224400,76953.35,76978.97,76889.09,76911.38,87.22532712
1779228000,76910.02,76910.02,76570,76640.46,167.2803898
1779231600,76640.47,76918.04,76594,76767.48,131.71187208
1779235200,76767.48,76828,76433.52,76712.49,211.48078599
1779238800,76712.21,76851.55,76444.24,76735.32,201.45192463
1779242400,76735.32,76835,76517.75,76611.13,135.15639839
1779246000,76611.13,76744,76518.92,76637.61,138.02051401
1779249600,76637.62,76753.16,76596.31,76695.99,94.24507787
1779253200,76696,77251.75,76695.99,77121,339.82585315
1779256800,77121,77345.95,77116.25,77337.26,90.16989804
1779260400,77337.26,77401.24,77153.99,77195.48,150.55699702
1779264000,77195.49,77553.83,77121.45,77372.46,180.6354497
1779267600,77372.46,77466.2,77273.82,77399.04,91.06683593
1779271200,77399.04,77583.85,77399.04,77433.65,128.39653924
1779274800,77433.64,77488.84,77245.96,77291.88,113.75687397
1779278400,77297.44,77671,77281.38,77549.3,153.43161264
1779282000,77549.3,77578.99,76886.7,77125.55,698.16547725
1779285600,77125.56,77510.2,76794.91,77362.35,703.56882032
1779289200,77362.34,77782.61,77221.99,77376.67,550.43357006
1779292800,77377.03,77487.9,76924.87,77248.65,511.45414454
1779296400,77248.66,77650,77139.53,77493.77,303.08932859
1779300000,77493.77,77563.59,77310.02,77332.72,224.11055266
1779303600,77332.72,77643.89,77268.2,77598,332.78191179
1779307200,77597.5,77688.69,77398.82,77632.24,208.82297815
1779310800,77633.91,77690.19,77419.41,77422.67,168.70757966
1779314400,77394.01,77424.2,77142.29,77424.19,131.4506373
1779318000,77424.19,77481.53,77296,77475.99,155.31671173
1779321600,77475.98,78000,77437.01,77889.98,263.44062357
1779325200,77889.99,78100,77720.02,77788,176.23785024
1779328800,77792.87,78027,77740.85,77880.57,136.75641948
1779332400,77880.57,78031.92,77827.8,78001.65,110.74059966
1779336000,78001.65,78103.76,77882.93,77960.29,427.86135554
1779339600,77960.28,78078.43,77627.6,77749.27,167.92255261
1779343200,77749.27,77798.33,77448.57,77536.78,145.88724341
1779346800,77536.78,77825.7,77435.03,77807.67,120.80538839
1779350400,77807.68,78123.68,77807.68,77848.27,236.26700331
1779354000,77846.21,77906.12,77547.1,77549.97,90.17388112
1779357600,77549.97,77602.9,77082.66,77113.62,300.13182691
1779361200,77113.62,77299.21,77050.27,77111.09,182.23847769
1779364800,77111.1,77285.56,76985,77197.99,170.91181177
1779368400,77197.99,77278,76619.02,77035.84,602.426112
1779372000,77035.68,77165.23,76684.22,76892,354.7107206
1779375600,76891.99,77325,76800,77175.4,266.53286181
1779379200,77175.4,77270.66,76913.99,77110.26,195.26536667
1779382800,77110.26,78016.84,77093.28,77796.94,903.98090832
1779386400,77796.94,77857.51,77145.55,77309.31,410.44306365
1779390000,77309.3,77724.01,77283.08,77613.34,348.86208162
1779393600,77615.99,77736.54,77552.86,77634.95,133.78980853
1779397200,77633.76,77745,77565.43,77598.58,109.83692717
1779400800,77599.96,77677.9,77469.47,77550.18,87.24726969
1779404400,77550.18,77681.67,77450,77547.62,96.28022186
1779408000,77547.25,77570.77,77287.94,77304.21,126.47535605
1779411600,77304.21,77596.61,77233.35,77539.67,118.4979143
1779415200,77539.68,77659.34,77505.01,77598.4,178.13114165
1779418800,77598.4,77738.31,77598.39,77705.25,107.45930436
1779422400,77705.26,77833.02,77542.4,77577.83,133.75664791
1779426000,77577.83,77650.62,77361.11,77408.43,126.65484938
1779429600,77408.43,77444.36,77261.64,77340.2,141.45362799
1779433200,77340.21,77466.99,77186.42,77320.63,110.89909076
1779436800,77320.64,77462.48,77123.47,77177.86,157.14076635
1779440400,77177.85,77273.02,77108.79,77213.98,113.40246255
1779444000,77213.98,77279.2,77165.47,77224.67,109.78626082
1779447600,77224.67,77342.53,77081.94,77342.06,124.16456517
1779451200,77342.06,77493.92,77300.43,77446.33,126.51156601
1779454800,77447.03,77471.73,77026.58,77199.99,241.824049
1779458400,77199.99,77199.99,76642.79,76674.89,440.54300008
1779462000,76674.89,76936.01,76465.47,76695.53,347.73405521
1779465600,76695.53,76913.81,76669.29,76863,138.90599292
1779469200,76863.01,77006.99,76651.48,76655.06,170.47343245
1779472800,76655.07,76813.99,76000,76443.77,475.68000943
1779476400,76444.29,76496.02,75557.4,75769.44,619.97328425
1779480000,75769.45,75996,75717.16,75892.47,276.90790581
1779483600,75892.48,76000,75841.28,75880.3,156.93692524
1779487200,75880.29,75901.6,75450,75639.99,436.8423238
1779490800,75639.98,75783.38,75266.73,75443.91,152.25144297
1779494400,75446.99,75540.2,75120,75259.24,231.56154475
1779498000,75259.25,75414,75256.64,75402.12,191.96874782
1779501600,75402.11,75496.96,75316.72,75479.54,118.99688327
1779505200,75475.6,75574,75466.85,75545.71,89.5893398
1779508800,75545.71,75565.75,75417,75455.12,100.34461065
1779512400,75455.12,75468,75375,75398.54,138.03568919
1779516000,75398.53,75411.97,75293.16,75312.33,74.56546803
1779519600,75312.32,75348.12,74197.11,74516.73,477.10694464
1779523200,74516.72,74660.53,74253.95,74594.49,248.0535311
1779526800,74594.49,74674.35,74524.59,74575.97,137.43693763
1779530400,74575.98,74706.82,74575.98,74627.74,102.43654702
1779534000,74633.49,74789.55,74615.44,74710.31,88.46361271
1779537600,74710.31,74718.77,74567.49,74674.88,112.08251544
1779541200,74674.89,75169.57,74670.82,75128.07,292.84307702
1779544800,75128.12,75598.91,75015.24,75443.72,325.03433916
1779548400,75443.72,75594,75300.69,75432.03,227.23130799
1779552000,75432.23,75547.48,75305.07,75347.42,157.38999461
1779555600,75358.78,75436.61,75274.36,75399.73,135.34127215
1779559200,75399.73,75909.09,75374.23,75757.62,543.30834519
1779562800,75757.62,75914.62,75688.48,75887.59,269.76430032
1779566400,75887.6,77194.07,75849.86,77173.32,558.36304988
1779570000,77173.31,77305,76402.29,76707.99,548.14765538
1779573600,76707.99,76790.16,76291.17,76480,241.96514079
1779577200,76479.99,76721.35,76427.65,76650,209.02128936
1779580800,76648.65,76818,76532.22,76741.5,148.46595947
